SampleID,AccX_ms2,AccY_ms2,AccZ_ms2,GyroX_dps,GyroY_dps,GyroZ_dps,MagX,MagY,MagZ
381,7.92,1.20,1.78,-68.4,-9.1,11.4,-643,971,-835
382,9.18,2.02,1.06,-39.5,7.0,-16.1,-657,945,-857
383,9.50,2.19,0.69,-22.5,19.7,-30.1,-655,950,-850
384,8.88,1.95,0.40,-6.5,35.9,-35.2,-655,963,-837
385,8.59,1.98,1.01,6.6,51.2,-29.8,-631,983,-815
386,8.08,2.00,1.07,21.1,59.1,-18.3,-596,1003,-817
387,8.32,1.82,0.19,40.1,61.1,-10.9,-598,1033,-791
388,9.62,1.85,-0.15,63.6,50.5,-12.6,-591,1053,-776
389,11.86,3.00,1.90,93.1,30.2,-8.5,-561,1078,-743
390,14.06,3.84,4.36,123.6,14.9,-5.8,-541,1108,-741
391,14.66,3.50,3.58,140.5,28.2,-20.4,-495,1121,-746
392,15.59,3.60,3.53,148.8,39.8,-32.3,-455,1146,-727
393,15.56,3.13,3.69,149.8,30.9,-35.0,-388,1158,-707
394,14.77,2.40,3.65,141.8,11.6,-23.6,-315,1158,-675
395,13.44,1.62,3.30,128.2,2.3,-11.3,-277,1173,-692
396,11.77,0.83,2.88,115.9,3.8,-7.4,-245,1178,-687
397,10.07,0.01,2.57,109.1,11.6,-11.7,-208,1173,-682
398,8.68,-0.71,2.04,107.7,18.1,-18.2,-176,1171,-685
399,7.55,-1.33,1.69,110.9,20.0,-21.6,-141,1178,-675
400,7.12,-1.96,1.37,116.5,18.0,-24.2,-80,1178,-667
401,6.91,-2.43,1.23,117.7,15.2,-28.9,-35,1176,-650
402,6.88,-2.69,1.50,110.5,16.3,-35.0,0,1171,-667
403,6.81,-3.03,1.71,90.6,28.5,-45.4,47,1158,-650
404,6.83,-3.17,2.17,64.7,44.6,-48.3,72,1163,-631
405,6.87,-3.23,2.70,40.4,53.8,-45.6,118,1173,-603
406,7.03,-3.23,3.04,21.4,52.8,-43.6,136,1186,-581
407,7.68,-3.04,3.29,8.5,39.4,-39.1,166,1203,-565
408,8.57,-2.78,3.42,0.0,15.7,-33.1,181,1208,-547
409,9.58,-2.69,3.51,-10.0,-6.4,-26.5,188,1201,-537
410,10.29,-2.57,3.48,-25.5,-9.6,-14.9,191,1193,-545
411,11.70,-1.59,3.94,-35.0,-0.8,1.1,188,1193,-542
412,13.46,-0.70,5.34,-26.9,-5.7,5.5,181,1208,-545
413,14.49,-0.68,5.68,-18.0,-10.8,-8.4,171,1208,-547
414,15.16,-0.57,5.89,-22.2,-0.6,-20.3,163,1198,-547
415,16.05,-0.09,6.52,-36.8,1.2,-14.9,168,1196,-540
416,16.14,-0.04,6.18,-60.2,-12.9,3.2,158,1216,-530
417,15.33,0.09,5.64,-87.8,-29.5,25.7,131,1218,-525
418,13.98,0.42,5.34,-109.3,-47.9,46.3,97,1208,-562
419,12.45,0.75,5.14,-120.5,-71.1,61.0,27,1216,-581
420,11.35,1.02,4.76,-126.1,-83.3,68.0,-30,1196,-623
421,10.32,1.01,3.99,-133.1,-72.7,67.6,-82,1186,-655
422,9.23,0.76,3.18,-144.2,-48.6,62.5,-148,1183,-680
423,8.11,0.60,2.81,-156.1,-25.4,58.3,-217,1166,-700
424,7.08,0.46,2.62,-164.2,-13.3,53.9,-297,1156,-697
425,6.08,0.43,2.51,-167.1,-10.6,53.1,-338,1148,-707
426,5.80,0.56,2.48,-164.2,-16.8,55.6,-445,1131,-727
427,5.99,0.90,2.27,-155.9,-29.7,57.5,-502,1103,-738
428,6.09,1.19,1.70,-143.7,-40.3,56.4,-561,1091,-746
429,6.43,1.54,1.47,-129.3,-45.6,51.1,-616,1056,-771
430,7.30,2.10,1.65,-109.6,-50.7,47.3,-660,1038,-773
431,8.70,2.56,1.77,-59.8,-36.3,36.3,-727,950,-827
432,9.35,2.74,1.87,-34.4,-20.7,20.5,-758,920,-832
433,9.71,2.94,1.77,-8.9,-3.4,4.1,-776,912,-830
434,10.02,3.06,1.82,15.6,8.5,-2.2,-786,912,-827
435,10.04,3.07,1.47,38.5,20.5,2.1,-781,922,-822
436,10.10,2.77,0.81,59.9,33.1,3.2,-778,952,-822
437,10.57,2.43,0.64,81.0,40.9,-6.1,-750,968,-793
438,11.24,2.36,1.37,101.3,38.3,-16.2,-720,993,-778
439,11.88,2.55,2.88,119.2,31.6,-20.1,-700,1031,-771
440,11.96,2.21,3.54,130.6,27.4,-22.6,-647,1068,-758
441,11.87,1.71,3.39,131.8,29.0,-22.8,-603,1098,-738
442,12.00,1.40,2.92,128.0,28.5,-21.5,-568,1123,-725
443,12.18,1.25,2.92,126.0,18.5,-25.0,-517,1118,-717
444,12.50,1.23,3.19,128.3,-1.9,-34.6,-475,1136,-702
445,12.42,0.85,3.07,127.7,-17.7,-42.9,-428,1141,-712
446,11.59,0.22,2.68,118.4,-14.4,-47.4,-356,1156,-712
447,10.38,-0.29,2.30,104.2,5.6,-56.1,-323,1151,-707
448,8.98,-0.61,2.25,91.4,32.6,-61.0,-260,1166,-720
449,7.72,-0.87,2.22,87.5,51.1,-59.5,-213,1176,-685
450,7.04,-1.51,1.87,95.1,63.6,-53.3,-161,1188,-665
451,6.32,-2.10,1.58,110.7,66.6,-44.2,-113,1193,-646
452,6.61,-2.73,1.57,126.7,65.5,-30.5,-52,1203,-611
453,7.02,-2.91,1.89,139.8,50.1,-24.0,-5,1211,-588
454,6.75,-2.93,2.16,136.8,21.4,-29.5,37,1223,-568
455,7.02,-3.05,2.41,110.9,-1.4,-27.5,82,1201,-578
456,7.82,-3.12,3.03,73.6,-13.1,-18.1,136,1208,-565
457,8.48,-3.12,3.43,35.4,-18.9,-13.6,141,1176,-591
458,9.41,-3.05,3.68,1.4,-21.1,-17.3,176,1171,-591
459,10.11,-2.93,3.68,-28.0,-19.2,-22.0,181,1161,-601
460,10.71,-2.62,3.60,-49.4,-15.7,-22.3,161,1158,-611
461,11.23,-2.39,3.55,-61.5,-12.2,-20.3,158,1173,-596
462,11.30,-2.27,3.34,-64.3,-1.8,-12.7,143,1158,-608
463,11.39,-1.86,3.07,-59.1,13.6,-6.3,131,1186,-598
464,12.03,-0.99,3.64,-42.1,16.0,-5.9,128,1193,-583
465,12.71,-0.67,4.23,-23.8,-0.4,-16.3,108,1186,-581
466,13.11,-0.59,4.40,-23.0,-19.1,-25.5,111,1188,-576
467,13.59,-0.18,4.94,-40.8,-40.1,-25.5,126,1176,-593
468,14.51,0.67,5.41,-68.8,-70.2,-18.4,105,1171,-591
469,14.93,1.57,5.07,-99.4,-97.5,-9.6,95,1168,-626
470,14.71,2.17,4.53,-129.8,-110.6,4.4,62,1146,-650
471,13.60,2.35,3.97,-161.4,-98.3,40.2,20,1123,-687
472,12.88,2.08,4.03,-185.4,-66.0,84.0,-57,1118,-738
473,12.20,1.41,4.28,-189.3,-24.6,101.8,-151,1106,-753
474,10.68,0.92,3.99,-167.0,2.2,81.8,-227,1106,-761
475,8.94,0.40,3.04,-130.4,17.8,46.0,-302,1108,-773
476,7.92,0.12,2.53,-98.1,23.9,23.5,-346,1116,-753
477,6.59,0.17,2.39,-78.6,22.3,28.1,-376,1131,-746
478,5.97,0.22,2.31,-71.9,15.8,47.7,-421,1118,-741
479,5.83,0.51,1.89,-69.4,6.2,70.4,-440,1128,-733
480,5.81,0.69,0.41,-57.5,-0.3,83.4,-566,1101,-736
481,5.94,1.01,0.52,-45.7,-0.8,74.4,-608,1086,-725
482,6.83,1.64,1.46,-29.1,-10.1,63.6,-643,1086,-725
483,7.25,2.00,1.88,-14.0,-19.1,56.6,-670,1086,-725
484,7.72,2.25,1.77,-2.5,-16.2,49.4,-692,1061,-731
485,8.51,2.70,1.74,10.5,-9.8,35.7,-697,1061,-715
486,9.46,3.04,1.94,26.9,-10.5,14.9,-715,1048,-731
487,10.11,3.21,1.97,40.3,-15.6,-0.5,-712,1051,-720
488,10.61,3.14,1.78,47.7,-15.6,-3.2,-712,1051,-746
489,10.96,2.92,1.40,53.1,-6.5,-4.5,-695,1061,-743
490,12.15,2.97,2.12,65.6,-2.7,-15.1,-672,1071,-731
491,12.96,3.03,3.20,84.9,-6.0,-39.7,-647,1078,-741
492,13.11,2.74,3.09,101.9,1.0,-71.5,-593,1093,-746
493,13.10,2.23,2.57,109.3,16.3,-96.2,-525,1113,-741
494,12.94,1.62,2.24,107.3,27.3,-102.7,-475,1121,-720
495,12.34,1.08,2.35,99.9,31.0,-91.2,-388,1141,-731
496,12.08,0.90,2.86,95.6,19.8,-76.2,-336,1148,-717
497,11.89,0.83,2.97,94.6,-2.4,-64.9,-275,1158,-710
498,11.51,0.71,2.63,91.6,-20.1,-53.3,-232,1148,-707
499,10.70,0.46,2.23,85.8,-23.6,-41.4,-173,1146,-705
500,9.49,0.18,1.97,78.5,-12.7,-29.3,-151,1128,-720
501,8.49,-0.41,1.43,76.4,8.1,-19.7,-108,1123,-733
502,7.54,-0.62,1.45,82.2,26.2,-15.7,-90,1128,-727
503,7.36,-1.35,1.18,99.0,43.6,-15.8,-55,1133,-697
504,7.42,-1.97,1.47,121.1,50.9,-18.5,-12,1133,-690
505,6.18,-1.49,1.74,132.5,35.6,-30.5,20,1151,-685
506,6.52,-1.75,1.93,123.6,23.4,-27.3,70,1133,-670
507,7.01,-1.88,1.92,102.7,12.0,-11.7,116,1128,-660
508,7.25,-2.07,1.71,77.8,3.2,1.5,141,1111,-655
509,7.79,-2.31,2.07,55.4,-4.3,0.2,166,1101,-680
510,8.34,-2.40,2.50,33.3,-7.9,-11.3,166,1073,-665
511,8.84,-2.31,2.62,10.2,-4.5,-23.3,193,1088,-682
512,9.39,-2.06,2.61,-12.0,-1.7,-26.6,196,1083,-672
513,9.86,-1.95,2.50,-28.6,-3.1,-21.2,203,1086,-657
514,10.44,-1.84,2.72,-38.9,-4.8,-17.2,208,1088,-662
515,10.98,-1.75,2.84,-45.1,-2.9,-15.1,213,1101,-667
516,11.29,-1.67,2.60,-49.8,8.8,-11.3,193,1106,-657
517,12.05,-0.88,2.59,-45.7,19.6,-4.7,178,1106,-646
518,13.27,-0.23,3.46,-30.2,16.7,-1.5,176,1126,-638
519,13.89,-0.16,3.97,-13.8,6.9,-4.0,168,1126,-638
520,14.49,-0.35,4.15,-9.8,-2.0,-5.6,181,1131,-621
521,15.69,-0.05,4.80,-20.2,-16.1,0.5,181,1143,-626
522,16.14,0.12,4.67,-45.0,-28.7,15.6,158,1131,-643
523,15.36,0.39,3.74,-79.3,-25.6,36.3,128,1123,-646
524,14.25,0.72,3.15,-111.5,-13.2,55.1,85,1128,-660
525,13.02,1.17,3.43,-134.3,-4.4,66.5,50,1138,-672
526,11.44,1.36,3.85,-145.7,-4.0,70.2,-20,1161,-682
527,9.71,1.27,3.97,-146.3,-8.5,66.6,-97,1161,-690
528,8.18,1.01,3.58,-142.8,-12.7,62.0,-163,1176,-685
529,6.31,0.62,2.67,-134.9,-23.3,63.1,-300,1151,-702
530,5.91,0.61,2.38,-131.6,-30.2,67.1,-363,1146,-715
531,5.98,0.75,2.19,-127.4,-37.2,68.9,-440,1138,-727
532,6.34,1.12,2.01,-121.9,-39.1,65.1,-492,1101,-753
533,7.01,1.51,1.70,-113.8,-37.3,58.2,-546,1083,-766
534,7.15,1.51,1.24,-103.8,-30.3,51.6,-586,1063,-781
535,7.41,1.61,1.29,-89.9,-20.1,45.5,-650,1031,-788
536,7.89,2.02,1.94,-69.4,-13.3,39.0,-672,1023,-791
537,8.41,2.34,2.20,-43.8,-12.6,28.0,-702,988,-801
538,9.05,2.60,1.99,-18.2,-12.2,15.7,-712,991,-796
539,9.53,2.72,1.60,2.7,-7.3,4.8,-732,976,-806
540,9.88,2.90,1.41,19.6,4.8,-3.7,-717,981,-812
541,10.29,2.95,1.14,33.9,19.1,-11.9,-720,991,-803
542,10.54,2.77,0.77,48.2,27.8,-18.0,-710,996,-791
543,11.11,2.95,1.01,67.1,21.0,-24.8,-682,1021,-778
544,12.07,3.30,2.44,92.3,4.7,-37.3,-660,1041,-768
545,12.07,2.99,3.06,113.2,3.3,-51.4,-608,1048,-771
546,12.11,2.40,2.64,122.1,21.0,-69.9,-548,1078,-773
547,12.33,2.08,2.31,122.6,36.3,-84.8,-492,1086,-776
548,12.53,1.94,2.28,118.8,38.1,-87.7,-423,1116,-743
549,12.68,1.75,2.19,115.0,22.2,-82.2,-348,1123,-753
550,12.63,1.56,2.17,108.6,0.5,-73.8,-285,1138,-738
551,11.92,1.20,2.04,98.7,-12.3,-61.5,-211,1133,-725
552,10.71,0.74,1.89,86.7,-8.6,-48.9,-181,1121,-743
553,9.37,0.26,2.03,76.7,7.8,-40.0,-153,1116,-736
554,8.16,-0.17,2.18,74.0,20.7,-36.4,-87,1136,-743
555,7.37,-0.57,1.91,79.7,25.4,-35.2,-70,1121,-727
556,6.47,-0.85,1.39,90.2,19.7,-31.7,-25,1138,-705
557,6.04,-0.98,1.23,99.8,6.7,-27.4,10,1148,-705
558,6.32,-1.25,1.29,105.0,-3.8,-22.7,42,1113,-707
559,6.91,-1.43,1.67,105.9,-11.9,-21.7,72,1096,-700
560,7.50,-1.68,1.83,99.9,-14.7,-26.9,113,1096,-715
561,8.05,-1.92,1.86,85.5,-10.3,-30.6,161,1066,-717
562,8.38,-2.04,1.80,65.2,-2.8,-29.5,171,1036,-731
563,8.78,-2.07,2.00,45.3,3.8,-30.0,208,1038,-720
564,9.16,-2.06,2.21,28.4,7.0,-33.7,220,1021,-720
565,10.01,-1.88,2.51,14.4,4.1,-38.1,237,1023,-722
566,10.65,-1.82,2.50,-0.1,0.3,-37.0,257,1031,-712
567,11.41,-1.74,2.54,-15.8,2.1,-29.8,280,1021,-687
568,11.62,-1.69,2.38,-32.4,17.6,-24.3,282,1023,-687
569,11.50,-1.51,2.02,-44.5,44.0,-16.8,280,1046,-667
570,12.26,-0.56,2.53,-41.6,54.5,-7.1,270,1051,-655
571,13.15,0.11,3.62,-22.4,37.3,-5.1,265,1088,-641
572,13.44,-0.15,3.87,-5.7,15.2,-9.6,270,1096,-636
573,13.96,-0.36,3.97,-8.0,3.1,-9.4,275,1103,-603
574,15.19,-0.03,4.50,-27.0,-13.7,3.7,275,1098,-616
575,15.83,0.38,4.40,-58.3,-32.6,30.1,255,1108,-631
576,15.46,0.90,3.74,-94.2,-31.2,60.2,217,1106,-641
577,14.65,1.38,3.62,-124.5,-16.2,79.3,156,1118,-652
578,11.44,1.84,4.05,-145.3,-2.3,85.4,12,1151,-677
579,9.63,1.57,3.65,-142.1,-7.3,83.3,-55,1156,-690
580,8.12,1.18,3.28,-138.5,-16.4,82.1,-121,1151,-680
581,7.07,0.86,2.79,-136.3,-26.6,83.6,-203,1163,-705
582,6.43,0.67,2.33,-136.8,-36.7,84.8,-267,1153,-725
583,6.26,0.75,2.04,-139.2,-45.9,84.9,-353,1133,-741
584,6.44,0.83,1.62,-143.5,-49.2,83.8,-421,1121,-763
585,6.59,1.02,1.29,-147.1,-41.8,82.8,-485,1091,-766
586,6.95,1.23,1.25,-145.7,-26.5,78.6,-568,1061,-788
587,7.51,1.60,1.77,-134.9,-17.3,67.7,-616,1018,-798
588,8.05,1.91,1.95,-115.6,-23.7,54.1,-677,1003,-793
589,8.31,2.06,1.48,-94.4,-36.0,47.5,-720,971,-808
590,8.87,2.41,1.18,-73.3,-42.7,43.3,-763,935,-815
591,9.83,2.83,1.11,-47.6,-44.9,39.9,-801,905,-820
592,10.67,3.02,0.86,-19.8,-40.1,27.3,-831,870,-835
593,11.16,3.01,0.48,7.8,-23.4,4.7,-828,855,-842
594,11.54,2.91,0.02,31.7,4.7,-22.5,-818,870,-852
595,12.04,2.89,-0.11,53.7,29.2,-40.5,-801,875,-840
596,12.27,3.03,0.39,75.9,42.8,-50.4,-758,900,-837
597,12.30,3.20,1.82,100.9,41.4,-57.9,-730,927,-832
598,11.77,2.83,2.68,124.7,35.3,-64.4,-682,973,-817
599,11.55,2.36,2.81,139.6,33.6,-69.6,-616,1008,-812
600,11.66,1.86,2.56,143.7,33.4,-71.9,-556,1033,-798
601,12.27,1.78,2.60,141.3,26.4,-66.7,-495,1068,-783
602,12.75,1.56,2.55,136.3,10.1,-54.3,-428,1076,-786
603,12.81,1.10,2.09,128.9,-4.0,-46.7,-381,1088,-778
604,12.10,0.41,1.49,115.1,1.0,-51.0,-326,1091,-783
605,10.50,-0.10,1.02,98.6,27.7,-55.2,-277,1091,-783
606,9.35,-0.26,1.48,88.8,54.3,-55.5,-225,1111,-751
607,8.18,-0.76,1.63,90.3,68.9,-57.5,-183,1128,-746
608,7.18,-1.43,1.67,102.7,72.7,-58.3,-133,1156,-702
609,5.92,-1.57,1.58,112.5,64.5,-56.6,-80,1161,-677
610,5.71,-2.05,1.48,114.9,53.0,-49.5,-22,1166,-643
611,5.75,-2.07,1.65,112.5,33.3,-41.0,30,1168,-652
612,6.10,-2.11,1.77,104.8,12.1,-30.8,62,1173,-621
613,6.50,-2.15,2.13,91.8,-6.5,-19.3,105,1161,-631
614,7.42,-2.21,2.55,76.4,-24.4,-11.6,151,1141,-643
615,8.44,-2.22,3.06,57.7,-37.8,-13.3,171,1123,-650
616,9.47,-2.11,3.32,34.4,-39.9,-17.6,178,1091,-662
617,10.42,-1.94,3.17,8.3,-28.7,-16.7,196,1071,-660
618,11.14,-1.72,3.04,-16.8,-11.5,-12.3,206,1073,-670
619,11.67,-1.45,3.07,-32.4,1.1,-10.6,198,1063,-682
620,11.87,-1.34,2.95,-38.3,9.0,-13.8,203,1086,-672
621,12.16,-0.91,2.95,-36.6,13.4,-16.7,198,1081,-675
622,12.67,-0.50,2.79,-30.9,12.8,-14.9,183,1108,-655
623,12.76,-0.34,2.49,-24.9,15.2,-9.5,206,1116,-650
624,12.83,-0.13,2.55,-16.6,26.6,-6.4,178,1121,-633
625,13.43,0.11,3.00,-5.2,35.7,-13.8,186,1133,-628
626,14.63,0.40,3.78,3.1,28.4,-22.1,176,1131,-611
627,15.32,0.10,4.00,-25.9,-13.9,10.3,193,1138,-601
628,14.72,0.23,3.53,-59.6,0.1,27.5,201,1138,-628
629,13.59,0.42,3.08,-91.0,20.7,33.7,141,1141,-616
630,12.45,0.92,3.40,-112.2,26.0,38.3,111,1178,-603
631,11.80,1.61,4.03,-120.4,3.7,48.1,62,1221,-601
632,10.80,2.05,3.50,-120.0,-32.8,58.5,0,1203,-608
633,10.36,1.86,3.47,-122.9,-53.2,70.8,-50,1208,-623
634,9.57,1.89,3.16,-127.1,-62.4,80.0,-121,1191,-638
635,9.03,1.90,3.01,-127.6,-64.7,76.5,-201,1168,-685
636,8.25,1.68,2.68,-126.1,-61.0,64.0,-245,1168,-712
637,7.60,1.61,2.61,-123.2,-52.7,53.0,-317,1138,-743
638,7.06,1.53,2.50,-116.8,-42.6,47.1,-351,1126,-756
639,6.48,1.15,2.06,-109.7,-30.1,40.8,-421,1101,-763
640,5.99,0.94,1.86,-103.1,-16.5,32.2,-457,1081,-778
641,5.65,0.85,1.67,-97.2,-4.8,24.6,-487,1081,-773
642,5.37,0.87,1.47,-89.6,1.2,23.0,-530,1058,-791
643,5.36,0.95,1.36,-79.0,2.5,23.3,-556,1043,-781
644,5.63,1.14,1.24,-64.3,1.7,16.9,-578,1046,-778
645,6.45,1.46,1.37,-45.8,1.1,3.7,-608,1041,-783
646,7.20,1.73,1.43,-26.5,-0.0,-9.2,-621,1036,-793
647,8.34,2.11,1.50,-8.7,-4.9,-12.1,-606,1036,-788
648,9.51,2.39,1.51,6.5,-7.2,-12.0,-608,1021,-781
649,10.39,2.45,1.32,19.9,1.1,-22.8,-596,1021,-796
650,10.95,2.38,1.46,29.8,18.0,-43.1,-571,1041,-812
651,11.20,2.80,2.11,37.4,34.9,-53.1,-543,1056,-793
652,11.36,3.05,2.67,45.7,42.0,-49.4,-525,1073,-771
653,11.35,2.90,2.87,56.2,34.8,-46.0,-485,1083,-781
654,11.25,3.01,3.41,69.1,24.9,-48.1,-447,1103,-758
655,11.19,3.19,3.79,86.8,20.6,-51.9,-403,1113,-743
656,11.13,2.89,3.81,105.5,16.8,-61.4,-358,1136,-743
657,11.12,2.31,3.76,118.0,12.3,-71.0,-302,1138,-727
658,11.24,1.99,3.84,119.8,10.1,-69.8,-225,1148,-741
659,11.55,1.90,3.77,112.5,11.4,-61.4,-178,1148,-717
660,11.90,1.83,3.57,101.0,11.7,-52.5,-118,1148,-712
661,11.90,1.60,3.23,88.0,11.8,-43.6,-80,1133,-710
662,10.84,1.04,2.49,73.4,17.3,-37.5,-42,1128,-715
663,9.42,0.57,2.28,59.6,27.3,-31.1,-12,1131,-695
664,8.26,0.16,2.21,51.4,30.5,-21.9,12,1146,-692
665,7.18,-0.17,1.87,50.1,25.2,-11.2,42,1136,-657
666,6.55,-0.37,1.34,54.1,17.2,-5.5,55,1143,-665
667,6.25,-0.52,0.88,61.0,14.0,-6.4,65,1143,-657
668,6.36,-0.51,0.78,67.7,19.8,-9.3,100,1151,-638
669,6.21,-0.77,0.77,70.1,34.2,-11.6,121,1126,-655
670,6.59,-1.03,0.99,69.7,43.6,-12.0,143,1131,-631
671,6.96,-1.10,0.94,67.9,39.4,-9.1,161,1138,-618
672,7.22,-1.31,0.51,64.8,29.6,-5.7,191,1138,-596
673,8.27,-1.62,0.40,65.8,23.4,0.2,203,1143,-606
674,9.00,-1.71,0.88,70.5,16.8,0.1,232,1121,-601
675,10.06,-1.43,1.40,69.8,18.1,-4.2,247,1123,-593
676,11.96,-0.86,2.21,38.2,42.9,-14.1,282,1118,-586
677,11.69,-0.64,2.65,12.7,36.7,-20.5,302,1123,-568
678,11.50,-0.99,2.69,-19.0,25.0,-13.4,302,1118,-547
679,11.31,-0.97,2.80,-47.7,19.6,2.3,295,1148,-532
680,11.49,-0.32,2.84,-60.9,17.6,14.6,285,1168,-525
681,12.42,0.41,3.56,-51.3,5.9,12.0,260,1171,-527
682,12.99,0.53,4.06,-33.2,-9.5,-6.2,235,1181,-515
683,13.61,0.31,4.21,-25.8,-15.7,-15.2,240,1186,-522
684,14.44,0.21,4.55,-33.5,-19.5,-7.8,235,1163,-532
685,14.82,0.25,4.48,-53.8,-26.1,11.4,232,1183,-527
686,14.71,0.37,4.07,-79.2,-31.1,34.5,196,1183,-550
687,14.14,0.65,3.90,-102.1,-35.8,53.8,161,1186,-552
688,13.01,1.52,3.62,-115.8,-46.3,63.4,111,1203,-581
689,11.62,1.46,4.04,-118.2,-57.9,72.5,40,1188,-606
690,10.30,1.48,4.02,-119.5,-58.9,85.6,-20,1188,-636
691,9.08,1.15,3.54,-117.9,-56.6,88.0,-90,1176,-665
692,7.99,0.90,3.08,-115.1,-52.7,83.1,-146,1163,-687
693,7.14,0.82,2.80,-112.9,-51.0,74.9,-220,1146,-712
694,6.84,0.86,2.74,-112.8,-50.2,68.1,-272,1128,-753
695,6.55,0.92,2.44,-116.4,-42.7,66.4,-317,1121,-763
696,6.44,0.92,2.17,-121.6,-27.0,65.5,-403,1088,-773
697,6.39,1.01,2.12,-123.6,-8.2,60.1,-452,1076,-783
698,6.62,1.25,2.41,-117.6,-1.5,50.8,-512,1061,-783
699,6.56,1.42,2.41,-106.0,-4.8,42.3,-563,1056,-781
700,6.58,1.52,2.43,-90.9,-14.8,38.0,-611,1023,-793
701,7.19,1.83,2.49,-74.0,-24.7,37.6,-643,1013,-812
702,8.13,2.15,2.38,-55.0,-23.9,33.5,-672,1003,-806
703,8.95,2.39,1.93,-34.9,-8.2,19.6,-710,973,-812
704,9.64,2.60,1.86,-13.8,15.8,-2.5,-692,991,-812
705,10.19,2.84,2.34,7.7,37.6,-20.2,-697,983,-812
706,10.58,2.96,2.55,29.5,49.1,-37.7,-687,993,-788
707,11.06,2.88,2.11,46.1,54.6,-53.7,-657,1036,-773
708,11.39,2.93,1.66,57.7,56.1,-57.9,-611,1063,-753
709,11.87,3.27,2.13,72.3,52.9,-48.3,-571,1093,-743
710,12.02,3.50,3.28,94.0,49.5,-45.3,-527,1116,-725
711,11.95,3.31,3.65,117.7,48.9,-57.4,-502,1131,-705
712,12.13,3.06,3.54,133.9,47.0,-73.5,-421,1166,-687
713,12.33,2.75,3.27,135.5,37.9,-74.3,-356,1188,-675
714,12.54,2.54,2.88,127.5,20.4,-56.2,-287,1203,-650
715,12.50,2.20,2.65,115.9,3.0,-33.6,-222,1203,-657
716,12.07,1.92,2.63,105.4,-5.5,-19.2,-183,1201,-646
717,11.05,1.54,2.60,96.5,-1.4,-16.1,-156,1196,-652
718,9.90,1.17,2.52,90.2,14.8,-16.8,-105,1176,-660
719,8.74,0.74,2.39,90.0,33.9,-18.3,-82,1206,-638
720,7.43,0.10,2.08,96.0,48.6,-20.9,-35,1201,-618
721,6.74,-0.54,1.75,111.5,59.6,-18.5,0,1218,-606
722,6.79,-1.32,1.95,129.7,76.9,-5.2,35,1233,-578
723,7.34,-2.12,2.20,148.7,92.2,10.7,67,1223,-550
724,7.33,-2.13,2.34,164.0,87.4,8.0,123,1223,-520
725,6.31,-1.83,2.64,146.6,40.5,-20.6,227,1208,-481
726,6.48,-1.74,3.36,109.1,18.3,-15.9,270,1213,-478
727,6.84,-1.83,3.71,57.9,4.1,-3.3,315,1178,-476
728,7.55,-1.69,4.24,8.3,-5.6,6.4,328,1176,-471
729,8.17,-1.39,4.42,-27.5,-18.2,1.6,317,1161,-483
730,9.17,-1.09,4.55,-48.0,-34.4,-11.9,307,1166,-502
731,9.87,-0.98,4.27,-60.6,-46.9,-20.2,305,1173,-507
732,10.28,-0.95,4.08,-68.3,-46.8,-15.7,285,1158,-507
733,10.96,-0.76,3.90,-69.7,-32.4,-5.7,270,1166,-515
734,12.05,-0.23,3.54,-58.4,-13.8,0.1,255,1171,-512
735,13.04,0.36,3.91,-31.4,-1.6,-1.0,245,1183,-530
736,13.48,0.39,4.46,-0.2,1.9,-10.8,235,1183,-527
737,13.75,0.40,4.78,21.2,3.3,-17.6,245,1178,-515
738,14.27,0.54,5.31,26.9,-3.3,-11.8,245,1158,-520
739,14.76,0.60,5.42,14.9,-26.5,8.9,270,1166,-525
740,14.82,0.75,4.96,-14.0,-48.0,36.7,255,1153,-552
741,14.32,0.95,4.26,-52.3,-49.7,60.8,225,1131,-573
742,13.41,1.37,3.81,-89.2,-35.1,79.3,183,1151,-606
743,12.25,1.60,4.08,-117.3,-21.6,87.8,151,1156,-608
744,10.61,1.55,3.95,-135.5,-14.7,84.6,57,1153,-621
745,8.91,1.19,3.70,-148.1,-10.6,74.7,-2,1188,-646
746,7.93,0.82,3.54,-151.7,-3.6,63.9,-72,1188,-655
747,6.95,0.59,3.29,-148.6,-0.5,52.4,-153,1196,-657
748,6.29,0.51,2.93,-145.5,0.8,48.2,-217,1193,-650
749,5.90,0.57,2.70,-144.7,-0.5,50.0,-280,1198,-660
750,5.80,0.66,2.41,-143.9,-5.5,52.1,-351,1198,-660
751,5.97,0.94,2.37,-140.4,-14.2,54.3,-403,1183,-660
752,6.73,1.36,2.45,-131.6,-22.0,55.2,-452,1171,-677
753,7.05,1.43,2.12,-120.3,-25.9,48.9,-520,1153,-680
754,7.73,1.77,2.36,-105.7,-19.2,37.1,-556,1116,-692
755,7.72,1.82,2.09,-90.0,-1.9,18.5,-606,1118,-690
756,8.09,2.08,2.33,-71.3,10.2,7.0,-641,1113,-695
757,8.46,2.51,2.80,-47.3,10.0,5.3,-647,1101,-700
758,8.82,2.75,2.96,-19.6,2.9,0.6,-662,1098,-692
759,9.38,2.91,2.92,7.0,-2.3,-13.9,-670,1093,-685
760,10.07,3.05,2.85,28.2,1.4,-35.2,-662,1088,-720
761,10.60,3.08,2.35,41.1,11.4,-55.1,-621,1111,-700
762,10.78,2.94,1.75,49.4,23.6,-66.0,-583,1128,-707
