SampleID,AccX_ms2,AccY_ms2,AccZ_ms2,GyroX_dps,GyroY_dps,GyroZ_dps,MagX,MagY,MagZ
1293,5.95,-0.51,0.59,-47.9,1.5,-26.2,-1056,782,-695
1294,6.25,-0.63,0.43,-39.3,1.1,-29.0,-1043,802,-715
1295,6.93,-0.76,0.22,-24.7,3.4,-30.3,-1021,767,-710
1296,7.88,-1.10,-0.08,-6.8,8.2,-34.3,-998,780,-727
1297,8.80,-1.44,-0.17,10.4,13.9,-38.8,-971,775,-731
1298,9.68,-1.72,-0.13,24.8,17.5,-38.9,-947,792,-736
1299,10.46,-1.88,-0.16,41.4,19.2,-35.2,-925,812,-746
1300,11.10,-2.17,-0.25,61.3,14.9,-33.1,-877,827,-725
1301,12.32,-2.66,-0.75,78.8,9.8,-29.9,-846,842,-743
1302,13.38,-2.54,-0.97,91.6,2.1,-19.1,-808,872,-746
1303,14.58,-1.40,0.29,92.2,-7.2,6.5,-783,882,-731
1304,14.74,-0.88,1.99,81.6,-16.4,27.4,-763,902,-751
1305,13.83,-1.47,2.92,67.5,-23.4,20.9,-758,905,-746
1306,12.65,-2.07,2.84,54.9,-31.8,8.8,-727,897,-738
1307,12.43,-2.00,1.64,37.5,-35.0,14.3,-740,907,-753
1308,13.95,-1.11,0.34,20.7,-30.7,27.2,-725,902,-761
1309,14.70,-0.14,-0.49,16.6,-23.5,29.3,-722,890,-783
1310,13.92,0.39,-0.59,22.6,-18.1,23.7,-740,880,-796
1311,12.35,0.43,-0.40,28.7,-20.1,23.2,-732,877,-801
1312,10.72,0.02,-0.47,35.1,-23.9,25.5,-747,880,-801
1313,7.94,-0.52,-0.40,48.8,-18.7,29.8,-745,877,-803
1314,6.74,-0.76,-0.18,53.1,-14.2,34.0,-747,877,-793
1315,5.84,-0.82,0.08,56.1,-8.7,35.5,-735,885,-801
1316,5.17,-0.79,0.33,57.0,-1.8,33.4,-742,880,-788
1317,4.91,-0.93,0.53,54.2,2.6,27.3,-735,892,-793
1318,5.00,-1.23,0.74,47.7,2.3,18.1,-747,912,-788
1319,5.39,-1.66,0.82,37.8,-3.5,8.9,-745,905,-791
1320,5.69,-2.22,0.34,26.7,-7.9,2.8,-720,917,-786
1321,6.39,-2.88,-0.23,16.5,-12.8,-0.9,-750,910,-791
1322,6.98,-3.65,-1.02,7.5,-16.1,-3.1,-720,915,-788
1323,7.78,-4.19,-1.29,4.2,-14.5,-6.1,-722,902,-812
1324,8.42,-4.70,-1.25,4.0,-2.5,-5.1,-717,905,-801
1325,9.19,-5.09,-0.55,2.7,18.2,0.6,-705,907,-806
1326,10.16,-5.73,-0.77,5.7,49.9,-6.0,-727,920,-812
1327,11.10,-6.25,-1.74,19.5,59.4,1.1,-707,930,-786
1328,11.72,-6.67,-2.85,35.3,36.7,31.6,-695,945,-771
1329,12.44,-5.46,-1.70,46.3,20.6,50.8,-697,963,-751
1330,13.05,-2.61,2.10,37.5,26.9,49.6,-715,993,-741
1331,12.63,-0.95,5.19,-14.2,48.2,41.7,-732,998,-720
1332,10.89,-1.44,6.57,-74.1,46.9,33.0,-761,988,-715
1333,10.78,-2.17,5.97,-122.9,45.8,-3.2,-781,991,-700
1334,11.45,-2.56,4.52,-138.6,33.8,-44.2,-791,981,-685
1335,12.17,-1.99,2.62,-139.1,12.6,-57.2,-813,978,-707
1336,12.73,-0.88,2.52,-140.4,-3.6,-50.6,-831,957,-733
1337,11.60,-0.69,2.33,-140.5,-10.4,-33.0,-838,935,-743
1338,10.51,-0.76,1.69,-127.1,-4.1,-27.3,-836,902,-771
1339,9.51,-0.91,0.93,-106.2,8.7,-31.6,-867,872,-781
1340,8.76,-0.96,0.49,-88.5,18.0,-36.0,-880,862,-806
1341,8.10,-1.05,0.24,-76.6,22.9,-31.1,-865,835,-786
1342,7.37,-0.95,0.16,-67.3,25.1,-23.6,-890,850,-801
1343,6.52,-0.93,-0.13,-60.4,29.5,-23.6,-880,852,-796
1344,6.29,-0.90,0.17,-56.9,29.1,-26.6,-882,847,-798
1345,6.16,-0.91,0.25,-56.4,24.8,-27.8,-872,845,-812
1346,6.34,-0.98,0.46,-56.1,16.9,-23.9,-872,847,-801
1347,6.68,-1.05,0.54,-52.1,9.7,-19.7,-875,840,-806
1348,7.17,-1.12,0.48,-44.0,7.3,-20.6,-867,842,-812
1349,7.81,-1.21,0.36,-32.5,6.9,-23.4,-872,830,-820
1350,8.41,-1.36,0.29,-19.6,7.4,-24.3,-858,845,-817
1351,9.14,-1.20,0.30,-5.8,7.3,-24.5,-861,830,-837
1352,10.27,-0.93,0.38,11.0,8.2,-24.5,-838,847,-842
1353,11.25,-0.97,0.23,33.9,6.6,-23.6,-828,845,-840
1354,11.80,-1.49,-0.47,62.0,7.4,-24.5,-813,845,-837
1355,12.31,-1.71,-0.74,89.2,9.7,-20.5,-791,875,-840
1356,13.06,-1.37,0.04,105.9,6.7,-5.3,-761,887,-820
1357,13.71,-0.67,1.51,104.5,-1.3,15.5,-740,912,-812
1358,13.76,-0.97,2.17,98.8,-9.9,17.2,-730,925,-822
1359,13.19,-1.31,2.00,87.0,-14.0,9.7,-710,927,-808
1360,12.57,-1.22,1.14,65.6,-21.2,15.6,-707,932,-812
1361,12.85,-0.67,0.17,32.9,-28.0,27.2,-715,925,-820
1362,13.54,-0.11,0.11,10.7,-28.3,11.1,-707,912,-845
1363,13.25,-0.34,0.19,20.3,-19.6,1.1,-720,890,-850
1364,12.41,-0.25,0.27,29.5,-10.3,0.5,-705,900,-850
1365,10.54,-0.40,0.19,30.0,-8.8,7.3,-705,887,-847
1366,8.88,-0.64,-0.16,27.4,-10.1,14.9,-705,895,-850
1367,7.33,-0.80,-0.13,26.0,-11.5,19.3,-717,892,-857
1368,6.02,-0.81,-0.03,25.5,-11.2,21.1,-710,897,-847
1369,5.11,-0.77,0.03,24.0,-8.4,22.3,-722,885,-847
1370,4.57,-0.69,0.12,23.3,-3.2,21.9,-722,885,-847
1371,4.34,-0.68,0.23,23.3,1.6,16.7,-725,897,-825
1372,4.55,-0.79,0.40,23.3,4.0,11.9,-727,892,-827
1373,5.16,-1.07,0.45,21.2,2.8,8.8,-730,892,-830
1374,5.89,-1.28,-0.16,17.0,0.3,6.1,-722,900,-835
1375,6.97,-1.75,-1.29,12.4,-4.6,1.7,-717,895,-837
1376,7.86,-2.43,-2.30,17.6,-10.7,-0.0,-727,905,-832
1377,9.06,-3.53,-3.14,33.0,-8.2,2.6,-722,902,-832
1378,9.97,-3.91,-2.50,49.0,-1.1,11.5,-715,885,-835
1379,10.56,-3.72,-1.21,58.6,17.9,18.4,-712,922,-830
1380,11.22,-3.91,-1.16,59.8,46.6,14.7,-705,930,-812
1381,11.41,-4.76,-2.33,57.7,50.3,23.8,-690,963,-788
1382,11.56,-5.56,-3.89,53.1,25.8,45.2,-700,976,-771
1383,13.09,-3.55,-1.79,64.9,0.8,55.7,-707,971,-768
1384,13.85,-0.35,2.57,60.5,29.8,37.5,-712,986,-748
1385,13.12,0.81,5.86,13.3,64.7,7.1,-715,1013,-731
1386,11.31,-0.84,6.88,-48.5,59.6,2.2,-720,1043,-710
1387,11.09,-1.48,5.68,-92.1,46.1,-18.3,-727,1033,-695
1388,11.51,-1.85,4.25,-101.6,27.5,-43.8,-745,1038,-677
1389,12.36,-1.32,3.37,-99.2,5.3,-49.4,-766,1018,-685
1390,12.29,-0.82,3.15,-95.3,-12.8,-37.7,-763,1011,-705
1391,11.68,-0.91,2.81,-85.1,-19.9,-28.4,-761,991,-717
1392,11.09,-1.02,2.18,-68.0,-14.6,-29.8,-776,983,-736
1393,10.55,-1.00,1.48,-52.5,-5.2,-30.0,-781,950,-751
1394,9.90,-1.07,1.06,-38.7,1.6,-23.4,-761,952,-748
1395,8.86,-1.09,0.57,-27.4,4.4,-12.8,-771,950,-761
1396,7.78,-1.05,0.23,-18.7,4.1,-5.1,-771,960,-763
1397,6.79,-0.88,0.05,-13.5,1.8,-4.1,-771,947,-766
1398,6.16,-0.92,0.24,-11.7,-2.1,-0.2,-773,942,-766
1399,6.04,-1.24,0.57,-16.0,-9.2,3.8,-781,937,-758
1400,6.16,-1.00,0.91,-20.7,-12.4,4.7,-781,922,-776
1401,6.20,-0.96,0.70,-23.2,-9.5,-0.8,-778,920,-773
1402,6.40,-0.89,0.40,-19.6,-7.1,-8.3,-796,907,-766
1403,7.00,-0.92,0.01,-9.3,-9.9,-8.8,-778,917,-768
1404,7.83,-0.97,-0.02,7.7,-10.7,-7.4,-786,895,-793
1405,8.56,-1.16,-0.09,28.1,-0.5,-15.9,-771,915,-788
1406,9.45,-1.40,0.38,47.2,9.3,-29.5,-763,910,-788
1407,10.63,-1.92,0.97,60.6,12.9,-37.0,-745,912,-776
1408,12.04,-2.61,0.94,68.0,14.7,-45.0,-690,930,-781
1409,12.54,-2.90,-0.31,77.8,25.3,-51.5,-665,973,-783
1410,12.72,-2.93,-1.58,98.8,29.8,-49.3,-641,993,-768
1411,13.78,-1.29,1.43,90.9,-21.6,17.5,-543,1031,-758
1412,13.15,-2.00,2.33,76.8,-29.9,14.0,-530,1011,-758
1413,12.86,-2.09,2.64,64.8,-28.5,1.5,-530,1016,-773
1414,12.98,-1.34,2.37,37.5,-32.9,5.7,-512,998,-788
1415,12.99,-0.64,1.43,8.6,-41.7,17.3,-512,1001,-796
1416,13.02,-0.03,0.74,2.2,-45.3,20.5,-515,993,-798
1417,12.52,0.49,0.36,16.3,-40.4,25.1,-520,942,-815
1418,11.87,0.88,0.31,39.9,-29.0,32.6,-541,955,-825
1419,10.90,1.03,0.32,63.7,-15.8,35.1,-543,945,-835
1420,9.87,0.83,0.10,76.4,-4.3,30.8,-548,945,-822
1421,12.62,-1.01,3.05,97.4,2.0,-25.2,-601,887,-847
1422,12.53,-0.77,1.88,95.3,3.6,-9.6,-566,882,-850
1423,12.94,-0.86,-0.03,111.1,9.7,0.9,-571,902,-847
1424,13.12,-0.72,-0.85,133.0,15.3,5.1,-515,905,-832
1425,13.03,-0.64,-1.69,143.8,27.0,0.9,-497,930,-835
1426,11.95,-1.12,-2.18,141.2,31.1,8.7,-477,940,-825
1427,10.57,-1.53,-1.78,136.0,26.0,23.5,-447,981,-786
1428,8.41,-1.94,-0.52,129.6,13.2,42.9,-435,998,-791
1429,6.67,-1.87,0.57,118.3,7.0,51.6,-423,1003,-781
1430,5.44,-1.65,1.27,103.7,4.0,51.5,-432,1003,-771
1431,4.80,-1.50,1.65,87.7,2.2,45.2,-413,1008,-773
1432,4.77,-1.40,2.05,71.5,-2.8,35.0,-413,1018,-768
1433,4.86,-1.86,2.23,52.7,-14.3,26.8,-413,1006,-761
1434,5.25,-2.07,2.17,30.4,-27.2,25.9,-421,998,-778
1435,5.60,-2.44,1.90,9.2,-32.7,23.2,-426,988,-788
1436,5.92,-2.91,1.28,-11.4,-32.3,18.7,-437,981,-791
1437,6.51,-3.40,0.90,-28.4,-26.8,9.1,-442,963,-803
1438,7.16,-3.99,0.76,-39.6,-13.3,-1.8,-445,957,-801
1439,8.07,-4.85,0.47,-42.4,7.4,-12.7,-455,957,-820
1440,9.99,-5.65,-0.41,-31.3,36.0,-33.0,-465,957,-812
1441,12.28,-6.39,-1.84,-10.4,49.8,-31.9,-447,957,-803
1442,13.39,-6.58,-3.00,9.9,35.5,15.0,-442,973,-791
1443,13.53,-4.83,-1.31,26.8,32.3,49.4,-445,991,-793
1444,13.40,-1.58,3.56,23.7,61.7,34.2,-455,1011,-758
1445,13.11,0.19,7.28,-22.9,88.8,9.9,-465,1023,-722
1446,11.25,-1.02,8.75,-91.0,65.9,17.5,-485,1051,-702
1447,12.80,-0.74,6.90,-156.5,45.2,-15.5,-537,1063,-690
1448,13.22,-1.17,4.34,-180.2,8.7,-54.9,-553,1061,-675
1449,13.83,-0.47,2.34,-186.0,-19.9,-69.4,-573,1038,-700
1450,12.85,-0.09,2.20,-186.6,-43.5,-53.8,-586,1008,-717
1451,11.35,-0.47,2.03,-179.3,-55.1,-30.1,-613,966,-758
1452,10.24,-0.81,1.57,-161.7,-49.5,-16.9,-647,945,-768
1453,9.09,-1.04,0.88,-141.9,-31.1,-12.2,-665,902,-793
1454,8.17,-0.89,0.38,-121.1,-8.8,-11.9,-692,880,-808
1455,6.99,-0.60,0.14,-100.8,10.3,-13.4,-702,857,-812
1456,5.92,-0.35,-0.12,-85.6,26.1,-18.9,-715,850,-822
1457,5.46,-0.34,0.15,-76.1,30.1,-27.4,-710,850,-812
1458,5.63,-0.58,0.37,-76.2,22.7,-31.7,-715,835,-827
1459,6.13,-0.73,0.70,-84.5,8.4,-22.4,-717,847,-817
1460,6.39,-0.79,0.60,-93.7,-2.2,-12.4,-732,837,-817
1461,6.95,-0.72,0.42,-94.8,-7.1,-13.8,-735,820,-835
1462,7.85,-0.77,0.23,-89.9,-8.9,-21.9,-747,795,-840
1463,8.65,-0.73,-0.26,-80.8,-4.8,-29.6,-740,790,-845
1464,9.27,-0.49,-0.73,-62.9,-1.2,-27.8,-745,785,-857
1465,9.95,-0.23,-0.81,-36.2,-1.6,-20.8,-745,770,-870
1466,10.60,0.05,-1.05,-6.0,-1.9,-16.5,-740,765,-875
1467,11.29,0.15,-1.37,26.7,-1.2,-15.1,-720,757,-896
1468,11.85,-0.05,-2.01,67.2,-3.5,-16.8,-710,777,-872
1469,12.71,-0.03,-1.85,104.0,-9.5,-15.9,-697,780,-893
1470,14.35,0.66,2.04,115.3,-26.7,6.8,-660,792,-875
1471,14.69,0.65,3.77,105.3,-31.9,14.4,-647,792,-882
1472,13.96,0.03,3.80,90.9,-24.3,1.3,-636,797,-872
1473,12.88,-0.55,2.35,81.7,-13.1,-15.2,-611,802,-885
1474,12.83,0.05,0.45,70.3,-7.0,-4.5,-606,802,-885
1475,13.06,0.56,-1.52,58.7,-2.9,14.9,-596,792,-887
1476,13.64,1.25,-1.60,62.4,-5.1,19.6,-598,805,-880
1477,13.12,0.99,-1.29,65.7,-8.5,13.8,-583,822,-896
1478,11.78,0.45,-0.97,60.7,-14.0,10.4,-578,812,-893
1479,10.47,-0.12,-1.08,56.1,-13.4,9.8,-566,807,-887
1480,9.30,-0.46,-0.88,61.2,-1.6,7.3,-578,802,-887
1481,8.27,-1.05,-0.59,68.7,12.4,15.5,-571,815,-870
1482,7.02,-1.39,-0.17,72.0,23.0,29.6,-553,832,-872
1483,6.31,-1.73,0.13,70.9,30.2,37.8,-568,862,-857
1484,6.14,-1.78,0.66,64.4,33.2,40.0,-576,870,-835
1485,5.48,-1.73,1.11,50.2,25.3,40.7,-578,887,-820
1486,4.88,-1.57,1.28,33.5,17.5,39.0,-573,900,-812
1487,4.43,-1.32,1.15,15.5,14.1,31.0,-591,897,-827
1488,4.67,-1.44,0.92,-1.2,11.7,17.1,-613,910,-791
1489,5.62,-1.95,0.20,-14.0,8.9,1.4,-616,917,-788
1490,7.03,-2.62,-0.93,-13.5,12.0,-8.5,-613,902,-796
1491,8.58,-3.05,-1.86,-4.7,18.5,-13.6,-596,922,-798
1492,10.31,-3.51,-2.17,3.2,20.2,-14.6,-603,907,-788
1493,11.15,-4.01,-2.32,11.5,15.8,-8.0,-591,920,-788
1494,11.82,-4.45,-2.21,21.3,7.8,3.7,-591,930,-786
1495,12.32,-4.63,-2.09,34.5,0.7,19.1,-586,935,-776
1496,12.54,-4.26,-1.88,49.5,-8.5,41.5,-591,937,-761
1497,12.85,-2.28,-0.14,42.8,-16.7,53.8,-591,920,-766
1498,13.53,-2.33,-0.40,22.0,27.4,12.4,-598,920,-773
1499,13.50,-2.80,2.82,24.5,69.8,-19.8,-598,960,-741
1500,11.58,-2.28,4.26,-30.9,53.7,22.1,-603,978,-715
1501,12.29,-2.11,3.78,-61.4,23.0,25.3,-621,991,-712
1502,12.65,-1.19,3.96,-85.7,-10.4,9.1,-647,973,-715
1503,12.02,-1.53,3.61,-101.5,-36.0,-8.5,-660,955,-717
1504,11.06,-1.39,2.81,-104.0,-40.5,-25.8,-660,927,-746
1505,10.40,-0.89,2.34,-95.7,-29.2,-40.7,-682,885,-761
1506,9.97,-0.76,2.12,-82.4,-12.8,-49.4,-682,875,-791
1507,9.82,-1.08,1.93,-72.3,-0.7,-55.3,-670,875,-783
1508,9.60,-1.46,1.79,-64.5,8.4,-51.2,-670,857,-803
1509,8.93,-1.65,1.41,-56.3,16.3,-41.5,-650,852,-806
1510,8.09,-1.58,1.01,-46.0,24.9,-32.8,-638,872,-793
1511,7.29,-1.34,0.69,-32.8,32.2,-27.9,-650,867,-806
1512,6.65,-1.10,0.41,-19.6,35.0,-25.9,-638,880,-788
1513,6.20,-0.65,0.33,-9.4,37.5,-26.2,-616,892,-791
1514,5.97,-0.58,0.20,-5.3,44.6,-27.8,-616,917,-771
1515,6.22,-0.74,0.45,-7.5,46.1,-27.9,-601,925,-768
1516,6.54,-0.93,0.61,-13.6,34.9,-26.8,-593,930,-753
1517,6.77,-0.93,0.65,-19.3,17.8,-22.9,-601,940,-761
1518,6.81,-0.76,0.46,-24.4,6.0,-19.3,-583,955,-743
1519,7.92,-0.25,0.12,-11.7,-7.3,-14.1,-578,947,-753
1520,8.59,0.03,-0.38,6.0,-14.2,-15.0,-576,935,-763
1521,9.27,0.10,-0.63,25.5,-13.9,-19.0,-568,927,-758
1522,10.03,0.39,-0.40,46.1,-10.0,-25.3,-546,935,-771
1523,10.87,0.55,-0.29,69.3,-7.4,-30.9,-527,917,-788
1524,11.49,0.86,-1.03,93.1,-4.9,-30.5,-490,942,-778
1525,11.69,1.11,-0.93,115.5,-2.3,-22.4,-462,942,-771
1526,12.75,1.67,0.70,134.9,-10.5,-8.8,-432,942,-783
1527,13.29,1.82,2.25,144.5,-29.6,-6.6,-391,942,-771
1528,13.49,1.26,3.12,140.2,-40.2,-20.6,-366,920,-796
1529,13.59,1.31,3.60,122.9,-33.7,-29.4,-323,925,-803
1530,13.36,1.29,3.37,95.9,-15.2,-22.5,-282,915,-812
1531,13.21,0.91,2.81,67.2,3.5,-15.9,-270,907,-812
1532,13.02,1.15,2.38,48.2,3.5,-13.3,-257,917,-812
1533,12.56,1.09,1.59,44.0,-12.9,-4.6,-235,917,-803
1534,11.98,0.41,-0.20,51.3,-17.3,5.5,-222,902,-803
1535,11.40,0.23,-0.64,70.7,-10.9,13.8,-211,897,-817
1536,10.74,-1.09,-2.40,97.7,19.9,25.4,-208,877,-827
1537,10.18,-1.82,-1.38,130.8,55.6,36.4,-203,895,-817
1538,7.97,-1.54,-0.03,148.3,70.7,42.5,-186,902,-808
1539,6.33,-1.38,0.86,142.0,75.1,43.1,-181,935,-778
1540,5.64,-1.29,1.48,118.9,64.0,37.0,-168,952,-756
1541,5.23,-1.19,1.89,87.5,47.2,31.6,-163,978,-743
1542,5.29,-1.12,2.33,51.6,30.6,30.1,-161,986,-731
1543,5.42,-0.98,2.41,19.0,14.4,33.1,-163,971,-727
1544,5.99,-1.41,2.61,-9.8,-4.0,32.3,-178,976,-712
1545,6.65,-2.00,2.49,-37.3,-23.0,22.6,-198,981,-725
1546,7.35,-2.41,2.21,-65.6,-37.1,9.7,-206,963,-746
1547,7.96,-2.59,1.63,-89.3,-37.9,4.0,-220,947,-751
1548,9.10,-2.90,0.64,-101.9,-23.7,-3.5,-252,947,-768
1549,10.83,-3.31,0.42,-99.2,-5.1,-18.4,-255,930,-768
1550,12.34,-3.60,-0.54,-90.4,27.5,-30.6,-280,947,-761
1551,12.89,-4.01,-1.30,-66.5,43.7,-9.5,-280,947,-743
1552,11.88,-4.21,-1.60,-38.8,31.9,33.7,-292,963,-738
1553,11.60,-3.03,-0.68,-13.8,23.3,52.1,-320,978,-736
1554,12.66,-0.58,1.43,-2.0,50.5,29.5,-326,981,-717
1555,11.97,0.62,4.97,-24.2,70.7,6.6,-341,986,-700
1556,10.19,-0.22,6.44,-62.7,56.8,-3.9,-346,1003,-685
1557,11.06,-0.06,4.16,-103.8,41.0,-23.2,-371,1026,-665
1558,14.49,0.39,3.65,-122.5,8.2,-46.1,-376,1023,-650
1559,12.51,0.12,3.86,-135.4,-26.7,-54.7,-391,1036,-672
1560,12.85,0.43,4.22,-147.1,-44.5,-51.8,-396,991,-687
1561,10.98,0.40,4.56,-154.2,-62.6,-40.9,-403,988,-697
1562,10.06,0.41,4.33,-162.2,-66.3,-35.4,-442,957,-731
1563,9.47,0.46,3.62,-168.8,-61.4,-35.6,-437,935,-751
1564,8.82,0.38,2.57,-177.6,-48.4,-38.4,-470,892,-761
1565,8.03,0.43,1.48,-181.5,-32.0,-37.8,-490,872,-796
1566,7.23,0.27,0.45,-170.9,-13.0,-36.1,-505,842,-825
1567,6.44,0.30,-0.30,-148.6,8.0,-35.3,-510,830,-825
1568,6.14,0.46,0.06,-99.2,27.5,-25.6,-530,830,-806
1569,6.16,0.50,0.31,-86.3,22.7,-18.2,-551,830,-812
1570,6.18,0.68,0.53,-76.9,14.0,-14.6,-543,825,-812
1571,6.61,0.84,0.73,-68.9,5.5,-18.3,-553,817,-815
1572,7.66,1.04,1.05,-61.7,-2.4,-26.5,-553,820,-812
1573,8.60,1.13,1.20,-54.9,-2.1,-30.0,-553,847,-812
1574,9.28,1.22,0.90,-42.4,4.5,-27.6,-535,815,-812
1575,9.57,1.36,0.42,-16.1,14.4,-25.7,-525,820,-827
1576,10.04,1.64,-0.04,22.0,23.8,-25.1,-522,822,-815
1577,10.83,1.92,-0.16,62.7,28.4,-23.3,-507,835,-822
1578,11.50,2.04,-0.35,101.7,29.5,-20.2,-487,855,-788
1579,11.92,1.98,-0.78,134.9,37.3,-18.6,-445,872,-791
1580,12.15,2.19,-0.71,156.6,45.7,-14.9,-416,900,-768
1581,12.67,2.55,0.47,162.7,34.0,0.3,-383,907,-751
1582,13.39,2.55,1.89,161.7,8.9,17.0,-356,935,-746
1583,13.06,1.60,2.58,160.5,-13.9,19.7,-320,925,-738
1584,12.66,0.64,2.13,158.9,-25.5,19.7,-292,927,-743
1585,13.10,0.61,1.38,151.0,-27.2,34.7,-257,915,-756
1586,13.81,1.37,1.37,138.8,-27.2,57.6,-255,900,-756
1587,14.25,1.70,1.05,129.5,-20.5,70.9,-257,890,-771
1588,14.33,1.85,1.19,125.5,-6.2,62.0,-260,880,-781
1589,12.92,1.76,1.35,119.8,13.6,46.6,-252,890,-776
1590,10.58,0.88,1.16,112.0,23.7,42.3,-240,895,-773
1591,8.76,0.08,0.64,103.4,29.9,44.8,-240,895,-776
1592,7.64,-0.26,0.63,97.8,34.6,48.3,-242,915,-753
1593,6.38,-0.35,0.68,93.3,36.7,48.7,-245,917,-756
1594,5.28,-0.36,1.10,83.6,40.0,45.1,-237,925,-736
1595,4.89,-0.63,1.18,68.4,39.8,37.3,-245,955,-715
1596,4.70,-0.77,1.56,48.7,34.3,26.4,-240,950,-717
1597,5.14,-0.90,1.91,26.3,25.5,17.1,-240,971,-710
1598,5.53,-1.16,2.09,1.7,11.9,9.7,-245,971,-705
1599,5.93,-1.42,2.09,-24.0,-4.1,4.9,-252,966,-697
1600,6.38,-1.80,1.83,-49.0,-19.5,1.7,-247,963,-687
1601,7.09,-2.21,1.15,-69.8,-30.0,-0.3,-270,957,-715
1602,7.89,-2.64,0.43,-81.9,-31.5,-4.8,-272,937,-715
1603,9.11,-2.80,-0.14,-80.2,-20.1,-8.9,-297,947,-722
1604,10.22,-3.07,0.19,-63.9,2.6,-13.1,-297,932,-715
1605,12.13,-3.46,-0.00,-39.5,39.6,-19.0,-310,947,-720
1606,12.65,-3.98,-0.50,-7.3,56.2,-3.8,-302,966,-707
1607,12.33,-4.23,-1.19,16.7,51.7,32.9,-305,966,-687
1608,12.50,-2.98,-0.42,34.7,49.1,51.6,-307,986,-685
1609,12.95,-0.29,2.13,37.0,67.6,36.6,-323,1018,-665
1610,11.58,1.12,6.36,-4.9,71.4,19.4,-328,1038,-628
1611,9.65,-0.62,7.25,-54.6,46.1,9.7,-323,1051,-623
1612,11.47,-0.13,5.07,-98.4,32.6,-28.2,-348,1071,-596
1613,13.36,-0.05,4.84,-115.6,4.2,-59.3,-363,1066,-603
1614,13.49,0.05,3.49,-131.6,-14.0,-70.9,-368,1066,-601
1615,13.15,0.57,4.24,-144.3,-36.4,-59.7,-381,1058,-613
1616,11.24,0.39,4.22,-153.3,-59.6,-33.5,-406,1036,-628
1617,9.49,0.09,2.79,-147.4,-64.1,-34.2,-445,991,-692
1618,8.78,0.11,2.08,-144.5,-51.7,-47.5,-475,960,-705
1619,8.17,0.01,1.55,-144.4,-34.0,-51.0,-480,942,-720
1620,7.22,-0.17,0.86,-141.9,-14.0,-45.1,-495,930,-746
1621,6.48,-0.41,0.54,-132.9,5.1,-35.3,-500,910,-756
1622,5.90,-0.30,0.46,-117.5,18.9,-25.9,-520,907,-761
1623,5.53,-0.17,0.42,-99.4,23.8,-21.8,-535,902,-763
1624,5.74,0.09,0.63,-86.0,21.0,-21.0,-551,910,-753
1625,6.22,0.32,0.64,-77.6,11.6,-21.6,-553,917,-771
1626,6.91,0.57,0.70,-70.0,0.8,-22.0,-561,912,-751
1627,7.63,0.91,0.48,-59.5,-5.8,-23.5,-561,912,-756
1628,8.39,1.22,0.31,-44.4,-6.4,-25.5,-563,887,-776
1629,9.08,1.42,0.19,-22.2,-2.7,-27.0,-558,897,-776
1630,9.86,1.65,0.27,8.7,1.5,-26.2,-548,892,-763
1631,10.53,1.52,0.27,42.6,6.7,-26.6,-532,900,-773
1632,11.16,1.37,0.49,74.2,13.4,-26.6,-512,905,-771
1633,11.56,1.18,0.27,104.1,23.3,-24.8,-485,925,-758
1634,11.83,1.26,-0.07,134.5,31.5,-21.6,-447,947,-751
1635,12.58,1.95,0.70,156.8,28.0,-9.6,-418,971,-743
1636,13.41,2.48,1.42,161.6,12.4,6.4,-366,973,-733
1637,13.51,2.16,1.41,156.4,-2.0,9.2,-356,983,-731
1638,13.05,1.17,0.83,151.5,-4.8,6.6,-323,998,-722
1639,13.06,0.36,-0.37,148.0,-7.7,19.0,-290,988,-736
1640,13.89,0.92,0.42,138.6,-8.4,42.0,-255,993,-727
1641,13.65,1.28,1.44,128.4,-11.5,62.6,-255,996,-733
1642,13.37,1.61,2.09,124.4,-20.5,71.0,-250,968,-748
1643,13.18,1.71,1.82,120.1,-20.1,67.5,-252,971,-756
1644,12.65,1.62,1.37,110.3,0.9,53.3,-237,971,-763
1645,10.89,0.62,0.52,99.7,22.0,43.1,-250,973,-756
1646,8.83,-0.16,0.32,92.5,31.4,41.8,-237,978,-736
1647,7.25,-0.41,0.82,84.3,35.6,43.1,-250,998,-731
1648,5.82,-0.67,1.20,68.5,36.2,43.1,-237,1013,-722
1649,5.22,-0.56,1.33,49.7,33.1,38.7,-240,1023,-712
1650,4.59,-0.67,1.47,29.2,28.3,29.6,-255,1036,-707
1651,4.51,-0.86,1.66,7.5,19.8,18.3,-255,1061,-690
1652,4.92,-1.12,1.92,-15.7,6.3,7.1,-262,1046,-682
1653,5.29,-1.49,1.63,-37.2,-5.7,3.2,-260,1048,-682
1654,6.08,-1.77,1.14,-52.2,-15.3,1.6,-272,1061,-682
1655,6.52,-2.23,0.17,-56.5,-19.2,0.7,-295,1041,-705
1656,7.55,-2.59,-0.74,-50.8,-19.5,-8.1,-310,1036,-720
1657,8.97,-2.91,-1.39,-38.2,-13.0,-16.8,-307,1033,-702
1658,10.48,-3.03,-0.49,-21.8,-0.2,-16.6,-317,1053,-722
1659,12.01,-3.12,-0.15,-10.6,33.8,-11.5,-297,1048,-720
1660,12.59,-3.60,-0.29,6.9,54.5,5.5,-315,1056,-702
1661,12.23,-4.19,-1.13,24.2,46.5,35.9,-312,1073,-675
1662,11.01,-3.43,-0.63,34.6,20.7,62.7,-317,1103,-677
